Fecha,Institución,Pacientes,Positivos,En_estudio
06/04/2021,SSJ,58,35,23
06/04/2021,HCG,33,17,16
06/04/2021,ISSSTE,10,5,5
06/04/2021,IMSS,242,105,137
06/04/2021,Privados,30,29,1
06/04/2021,SMM TLAJOMULCO,0,0,0
06/04/2021,SMM GUADALAJARA,0,0,0
06/04/2021,CRUZ ROJA,0,0,0
06/04/2021,SSMM ZAPOPAN,0,0,0
07/04/2021,SSJ,64,38,26
07/04/2021,HCG,34,18,16
07/04/2021,ISSSTE,12,5,7
07/04/2021,IMSS,237,103,134
07/04/2021,Privados,44,40,4
07/04/2021,SMM TLAJOMULCO,0,0,0
07/04/2021,SMM GUADALAJARA,0,0,0
07/04/2021,CRUZ ROJA,0,0,0
07/04/2021,SSMM ZAPOPAN,0,0,0
08/04/2021,SSJ,63,39,24
08/04/2021,HCG,35,16,19
08/04/2021,ISSSTE,10,4,6
08/04/2021,IMSS,216,107,109
08/04/2021,Privados,36,31,5
08/04/2021,SMM TLAJOMULCO,0,0,0
08/04/2021,SMM GUADALAJARA,0,0,0
08/04/2021,CRUZ ROJA,0,0,0
08/04/2021,SSMM ZAPOPAN,0,0,0
09/04/2021,SSJ,64,42,22
09/04/2021,HCG,38,21,17
09/04/2021,ISSSTE,7,4,3
09/04/2021,IMSS,207,108,99
09/04/2021,Privados,37,29,8
09/04/2021,SMM TLAJOMULCO,0,0,0
09/04/2021,SMM GUADALAJARA,0,0,0
09/04/2021,CRUZ ROJA,0,0,0
09/04/2021,SSMM ZAPOPAN,0,0,0
10/04/2021,SSJ,70,45,25
10/04/2021,HCG,41,23,18
10/04/2021,ISSSTE,9,4,5
10/04/2021,IMSS,204,94,110
10/04/2021,Privados,14,12,2
10/04/2021,SMM TLAJOMULCO,0,0,0
10/04/2021,SMM GUADALAJARA,0,0,0
10/04/2021,CRUZ ROJA,0,0,0
10/04/2021,SSMM ZAPOPAN,0,0,0
11/04/2021,SSJ,70,44,26
11/04/2021,HCG,38,23,15
11/04/2021,ISSSTE,11,3,8
11/04/2021,IMSS,212,96,116
11/04/2021,Privados,18,15,3
11/04/2021,SMM TLAJOMULCO,1,0,1
11/04/2021,SMM GUADALAJARA,0,0,0
11/04/2021,CRUZ ROJA,0,0,0
11/04/2021,SSMM ZAPOPAN,0,0,0
12/04/2021,SSJ,69,45,24
12/04/2021,HCG,40,24,16
12/04/2021,ISSSTE,12,5,7
12/04/2021,IMSS,205,99,106
12/04/2021,Privados,32,24,8
12/04/2021,SMM TLAJOMULCO,0,0,0
12/04/2021,SMM GUADALAJARA,0,0,0
12/04/2021,CRUZ ROJA,0,0,0
12/04/2021,SSMM ZAPOPAN,0,0,0
13/04/2021,SSJ,63,44,19
13/04/2021,HCG,40,27,13
13/04/2021,ISSSTE,12,8,4
13/04/2021,IMSS,193,86,107
13/04/2021,Privados,28,20,8
13/04/2021,SMM TLAJOMULCO,0,0,0
13/04/2021,SMM GUADALAJARA,0,0,0
13/04/2021,CRUZ ROJA,0,0,0
13/04/2021,SSMM ZAPOPAN,0,0,0
14/04/2021,SSJ,61,46,15
14/04/2021,HCG,35,23,12
14/04/2021,ISSSTE,12,8,4
14/04/2021,IMSS,185,86,99
14/04/2021,Privados,24,22,2
14/04/2021,SMM TLAJOMULCO,0,0,0
14/04/2021,SMM GUADALAJARA,0,0,0
14/04/2021,CRUZ ROJA,0,0,0
14/04/2021,SSMM ZAPOPAN,0,0,0
15/04/2021,SSJ,58,40,18
15/04/2021,HCG,34,26,8
15/04/2021,ISSSTE,13,10,3
15/04/2021,IMSS,190,86,104
15/04/2021,Privados,27,23,4
15/04/2021,SMM TLAJOMULCO,0,0,0
15/04/2021,SMM GUADALAJARA,0,0,0
15/04/2021,CRUZ ROJA,0,0,0
15/04/2021,SSMM ZAPOPAN,0,0,0
16/04/2021,SSJ,53,35,18
16/04/2021,HCG,32,22,10
16/04/2021,ISSSTE,12,9,3
16/04/2021,IMSS,197,83,114
16/04/2021,Privados,31,24,7
16/04/2021,SMM TLAJOMULCO,0,0,0
16/04/2021,SMM GUADALAJARA,0,0,0
16/04/2021,CRUZ ROJA,0,0,0
16/04/2021,SSMM ZAPOPAN,0,0,0
17/04/2021,SSJ,61,38,23
17/04/2021,HCG,34,23,11
17/04/2021,ISSSTE,10,8,2
17/04/2021,IMSS,189,85,104
17/04/2021,Privados,26,20,6
17/04/2021,SMM TLAJOMULCO,0,0,0
17/04/2021,SMM GUADALAJARA,0,0,0
17/04/2021,CRUZ ROJA,0,0,0
17/04/2021,SSMM ZAPOPAN,0,0,0
18/04/2021,SSJ,62,34,28
18/04/2021,HCG,33,22,11
18/04/2021,ISSSTE,12,9,3
18/04/2021,IMSS,197,85,112
18/04/2021,Privados,15,14,1
18/04/2021,SMM TLAJOMULCO,0,0,0
18/04/2021,SMM GUADALAJARA,0,0,0
18/04/2021,CRUZ ROJA,0,0,0
18/04/2021,SSMM ZAPOPAN,0,0,0
19/04/2021,SSJ,62,39,23
19/04/2021,HCG,32,22,10
19/04/2021,ISSSTE,12,9,3
19/04/2021,IMSS,189,94,95
19/04/2021,Privados,37,34,3
19/04/2021,SMM TLAJOMULCO,0,0,0
19/04/2021,SMM GUADALAJARA,0,0,0
19/04/2021,CRUZ ROJA,0,0,0
19/04/2021,SSMM ZAPOPAN,0,0,0
20/04/2021,SSJ,57,37,20
20/04/2021,HCG,34,26,8
20/04/2021,ISSSTE,20,14,6
20/04/2021,IMSS,191,79,112
20/04/2021,Privados,39,34,5
20/04/2021,SMM TLAJOMULCO,0,0,0
20/04/2021,SMM GUADALAJARA,0,0,0
20/04/2021,CRUZ ROJA,0,0,0
20/04/2021,SSMM ZAPOPAN,0,0,0
21/04/2021,SSJ,53,38,15
21/04/2021,HCG,30,22,8
21/04/2021,ISSSTE,13,10,3
21/04/2021,IMSS,188,63,125
21/04/2021,Privados,39,31,8
21/04/2021,SMM TLAJOMULCO,0,0,0
21/04/2021,SMM GUADALAJARA,0,0,0
21/04/2021,CRUZ ROJA,0,0,0
21/04/2021,SSMM ZAPOPAN,0,0,0
22/04/2021,SSJ,55,37,18
22/04/2021,HCG,28,19,9
22/04/2021,ISSSTE,11,9,2
22/04/2021,IMSS,185,87,98
22/04/2021,Privados,38,31,7
22/04/2021,SMM TLAJOMULCO,0,0,0
22/04/2021,SMM GUADALAJARA,0,0,0
22/04/2021,CRUZ ROJA,0,0,0
22/04/2021,SSMM ZAPOPAN,0,0,0
23/04/2021,SSJ,50,35,15
23/04/2021,HCG,24,17,7
23/04/2021,ISSSTE,10,9,1
23/04/2021,IMSS,179,82,97
23/04/2021,Privados,37,34,3
23/04/2021,SMM TLAJOMULCO,0,0,0
23/04/2021,SMM GUADALAJARA,0,0,0
23/04/2021,CRUZ ROJA,0,0,0
23/04/2021,SSMM ZAPOPAN,0,0,0
24/04/2021,SSJ,46,35,11
24/04/2021,HCG,24,17,7
24/04/2021,ISSSTE,8,7,1
24/04/2021,IMSS,173,75,98
24/04/2021,Privados,22,17,5
24/04/2021,SMM TLAJOMULCO,0,0,0
24/04/2021,SMM GUADALAJARA,0,0,0
24/04/2021,CRUZ ROJA,0,0,0
24/04/2021,SSMM ZAPOPAN,0,0,0
25/04/2021,SSJ,51,37,14
25/04/2021,HCG,24,15,9
25/04/2021,ISSSTE,7,7,0
25/04/2021,IMSS,171,79,92
25/04/2021,Privados,20,17,3
25/04/2021,SMM TLAJOMULCO,0,0,0
25/04/2021,SMM GUADALAJARA,0,0,0
25/04/2021,CRUZ ROJA,0,0,0
25/04/2021,SSMM ZAPOPAN,0,0,0
26/04/2021,SSJ,49,38,11
26/04/2021,HCG,28,19,9
26/04/2021,ISSSTE,6,6,0
26/04/2021,IMSS,173,78,95
26/04/2021,Privados,40,33,7
26/04/2021,SMM TLAJOMULCO,0,0,0
26/04/2021,SMM GUADALAJARA,0,0,0
26/04/2021,CRUZ ROJA,0,0,0
26/04/2021,SSMM ZAPOPAN,0,0,0
27/04/2021,SSJ,52,35,17
27/04/2021,HCG,27,19,8
27/04/2021,ISSSTE,6,6,0
27/04/2021,IMSS,162,78,84
27/04/2021,Privados,34,30,4
27/04/2021,SMM TLAJOMULCO,0,0,0
27/04/2021,SMM GUADALAJARA,0,0,0
27/04/2021,CRUZ ROJA,0,0,0
27/04/2021,SSMM ZAPOPAN,0,0,0
28/04/2021,SSJ,48,29,19
28/04/2021,HCG,27,17,10
28/04/2021,ISSSTE,4,4,0
28/04/2021,IMSS,151,72,79
28/04/2021,Privados,37,33,4
28/04/2021,SMM TLAJOMULCO,0,0,0
28/04/2021,SMM GUADALAJARA,0,0,0
28/04/2021,CRUZ ROJA,0,0,0
28/04/2021,SSMM ZAPOPAN,0,0,0
29/04/2021,SSJ,43,28,15
29/04/2021,HCG,23,16,7
29/04/2021,ISSSTE,5,4,1
29/04/2021,IMSS,156,77,79
29/04/2021,Privados,37,34,3
29/04/2021,SMM TLAJOMULCO,0,0,0
29/04/2021,SMM GUADALAJARA,0,0,0
29/04/2021,CRUZ ROJA,0,0,0
29/04/2021,SSMM ZAPOPAN,0,0,0
30/04/2021,SSJ,39,25,14
30/04/2021,HCG,22,14,8
30/04/2021,ISSSTE,5,4,1
30/04/2021,IMSS,160,78,82
30/04/2021,Privados,27,26,1
30/04/2021,SMM TLAJOMULCO,0,0,0
30/04/2021,SMM GUADALAJARA,0,0,0
30/04/2021,CRUZ ROJA,0,0,0
30/04/2021,SSMM ZAPOPAN,0,0,0
01/05/2021,SSJ,36,22,14
01/05/2021,HCG,24,15,9
01/05/2021,ISSSTE,4,3,1
01/05/2021,IMSS,144,76,68
01/05/2021,Privados,10,9,1
01/05/2021,SMM TLAJOMULCO,0,0,0
01/05/2021,SMM GUADALAJARA,0,0,0
01/05/2021,CRUZ ROJA,0,0,0
01/05/2021,SSMM ZAPOPAN,0,0,0
02/05/2021,SSJ,37,23,14
02/05/2021,HCG,26,17,9
02/05/2021,ISSSTE,5,3,2
02/05/2021,IMSS,147,71,76
02/05/2021,Privados,10,10,0
02/05/2021,SMM TLAJOMULCO,0,0,0
02/05/2021,SMM GUADALAJARA,0,0,0
02/05/2021,CRUZ ROJA,0,0,0
02/05/2021,SSMM ZAPOPAN,0,0,0
03/05/2021,SSJ,33,20,13
03/05/2021,HCG,29,18,11
03/05/2021,ISSSTE,6,4,2
03/05/2021,IMSS,149,66,83
03/05/2021,Privados,29,27,2
03/05/2021,SMM TLAJOMULCO,0,0,0
03/05/2021,SMM GUADALAJARA,0,0,0
03/05/2021,CRUZ ROJA,0,0,0
03/05/2021,SSMM ZAPOPAN,0,0,0
04/05/2021,SSJ,29,19,10
04/05/2021,HCG,24,13,11
04/05/2021,ISSSTE,6,4,2
04/05/2021,IMSS,135,68,67
04/05/2021,Privados,28,26,2
04/05/2021,SMM TLAJOMULCO,0,0,0
04/05/2021,SMM GUADALAJARA,0,0,0
04/05/2021,CRUZ ROJA,0,0,0
04/05/2021,SSMM ZAPOPAN,0,0,0
05/05/2021,SSJ,33,19,14
05/05/2021,HCG,20,11,9
05/05/2021,ISSSTE,7,4,3
05/05/2021,IMSS,130,65,65
05/05/2021,Privados,11,10,1
05/05/2021,SMM TLAJOMULCO,0,0,0
05/05/2021,SMM GUADALAJARA,0,0,0
05/05/2021,CRUZ ROJA,0,0,0
05/05/2021,SSMM ZAPOPAN,0,0,0
06/05/2021,SSJ,33,20,13
06/05/2021,HCG,19,15,4
06/05/2021,ISSSTE,5,3,2
06/05/2021,IMSS,133,61,72
06/05/2021,Privados,28,28,0
06/05/2021,SMM TLAJOMULCO,0,0,0
06/05/2021,SMM GUADALAJARA,0,0,0
06/05/2021,CRUZ ROJA,0,0,0
06/05/2021,SSMM ZAPOPAN,0,0,0
07/05/2021,SSJ,28,18,10
07/05/2021,HCG,22,18,4
07/05/2021,ISSSTE,6,3,3
07/05/2021,IMSS,142,65,77
07/05/2021,Privados,29,28,1
07/05/2021,SMM TLAJOMULCO,0,0,0
07/05/2021,SMM GUADALAJARA,0,0,0
07/05/2021,CRUZ ROJA,0,0,0
07/05/2021,SSMM ZAPOPAN,0,0,0
08/05/2021,SSJ,33,21,12
08/05/2021,HCG,26,18,8
08/05/2021,ISSSTE,6,3,3
08/05/2021,IMSS,136,65,71
08/05/2021,Privados,0,0,0
08/05/2021,SMM TLAJOMULCO,0,0,0
08/05/2021,SMM GUADALAJARA,0,0,0
08/05/2021,CRUZ ROJA,0,0,0
08/05/2021,SSMM ZAPOPAN,0,0,0
09/05/2021,SSJ,31,18,13
09/05/2021,HCG,23,18,5
09/05/2021,ISSSTE,5,1,4
09/05/2021,IMSS,141,66,75
09/05/2021,Privados,12,11,1
09/05/2021,SMM TLAJOMULCO,0,0,0
09/05/2021,SMM GUADALAJARA,0,0,0
09/05/2021,CRUZ ROJA,0,0,0
09/05/2021,SSMM ZAPOPAN,0,0,0
10/05/2021,SSJ,33,19,14
10/05/2021,HCG,24,18,6
10/05/2021,ISSSTE,6,3,3
10/05/2021,IMSS,143,66,77
10/05/2021,Privados,34,32,2
10/05/2021,SMM TLAJOMULCO,0,0,0
10/05/2021,SMM GUADALAJARA,0,0,0
10/05/2021,CRUZ ROJA,0,0,0
10/05/2021,SSMM ZAPOPAN,0,0,0
11/05/2021,SSJ,32,17,15
11/05/2021,HCG,22,14,8
11/05/2021,ISSSTE,6,3,3
11/05/2021,IMSS,148,66,82
11/05/2021,Privados,28,28,0
11/05/2021,SMM TLAJOMULCO,0,0,0
11/05/2021,SMM GUADALAJARA,0,0,0
11/05/2021,CRUZ ROJA,0,0,0
11/05/2021,SSMM ZAPOPAN,0,0,0
12/05/2021,SSJ,34,17,17
12/05/2021,HCG,24,16,8
12/05/2021,ISSSTE,7,3,4
12/05/2021,IMSS,143,68,75
12/05/2021,Privados,20,19,1
12/05/2021,SMM TLAJOMULCO,0,0,0
12/05/2021,SMM GUADALAJARA,0,0,0
12/05/2021,CRUZ ROJA,0,0,0
12/05/2021,SSMM ZAPOPAN,0,0,0
13/05/2021,SSJ,33,17,16
13/05/2021,HCG,25,17,8
13/05/2021,ISSSTE,8,5,3
13/05/2021,IMSS,125,65,60
13/05/2021,Privados,29,29,0
13/05/2021,SMM TLAJOMULCO,0,0,0
13/05/2021,SMM GUADALAJARA,0,0,0
13/05/2021,CRUZ ROJA,0,0,0
13/05/2021,SSMM ZAPOPAN,0,0,0
14/05/2021,SSJ,28,17,11
14/05/2021,HCG,19,15,4
14/05/2021,ISSSTE,7,5,2
14/05/2021,IMSS,116,60,56
14/05/2021,Privados,34,30,4
14/05/2021,SMM TLAJOMULCO,0,0,0
14/05/2021,SMM GUADALAJARA,0,0,0
14/05/2021,CRUZ ROJA,0,0,0
14/05/2021,SSMM ZAPOPAN,0,0,0
15/05/2021,SSJ,26,15,11
15/05/2021,HCG,17,14,3
15/05/2021,ISSSTE,5,3,2
15/05/2021,IMSS,113,52,61
15/05/2021,Privados,15,15,0
15/05/2021,SMM TLAJOMULCO,0,0,0
15/05/2021,SMM GUADALAJARA,0,0,0
15/05/2021,CRUZ ROJA,0,0,0
15/05/2021,SSMM ZAPOPAN,0,0,0
16/05/2021,SSJ,25,15,10
16/05/2021,HCG,14,9,5
16/05/2021,ISSSTE,5,3,2
16/05/2021,IMSS,117,54,63
16/05/2021,Privados,12,10,2
16/05/2021,SMM TLAJOMULCO,0,0,0
16/05/2021,SMM GUADALAJARA,0,0,0
16/05/2021,CRUZ ROJA,0,0,0
16/05/2021,SSMM ZAPOPAN,0,0,0
17/05/2021,SSJ,27,17,10
17/05/2021,HCG,13,10,3
17/05/2021,ISSSTE,8,3,5
17/05/2021,IMSS,101,46,55
17/05/2021,Privados,20,19,1
17/05/2021,SMM TLAJOMULCO,0,0,0
17/05/2021,SMM GUADALAJARA,0,0,0
17/05/2021,CRUZ ROJA,0,0,0
17/05/2021,SSMM ZAPOPAN,0,0,0
18/05/2021,SSJ,23,14,9
18/05/2021,HCG,15,13,2
18/05/2021,ISSSTE,7,3,4
18/05/2021,IMSS,99,42,57
18/05/2021,Privados,31,29,2
18/05/2021,SMM TLAJOMULCO,0,0,0
18/05/2021,SMM GUADALAJARA,0,0,0
18/05/2021,CRUZ ROJA,0,0,0
18/05/2021,SSMM ZAPOPAN,0,0,0
19/05/2021,SSJ,21,12,9
19/05/2021,HCG,14,12,2
19/05/2021,ISSSTE,6,4,2
19/05/2021,IMSS,95,39,56
19/05/2021,Privados,24,23,1
19/05/2021,SMM TLAJOMULCO,0,0,0
19/05/2021,SMM GUADALAJARA,0,0,0
19/05/2021,CRUZ ROJA,0,0,0
19/05/2021,SSMM ZAPOPAN,0,0,0
20/05/2021,SSJ,22,12,10
20/05/2021,HCG,12,11,1
20/05/2021,ISSSTE,8,4,4
20/05/2021,IMSS,87,35,52
20/05/2021,Privados,26,25,1
20/05/2021,SMM TLAJOMULCO,0,0,0
20/05/2021,SMM GUADALAJARA,0,0,0
20/05/2021,CRUZ ROJA,0,0,0
20/05/2021,SSMM ZAPOPAN,0,0,0
21/05/2021,SSJ,20,14,6
21/05/2021,HCG,13,10,3
21/05/2021,ISSSTE,6,3,3
21/05/2021,IMSS,80,33,47
21/05/2021,Privados,21,20,1
21/05/2021,SMM TLAJOMULCO,0,0,0
21/05/2021,SMM GUADALAJARA,0,0,0
21/05/2021,CRUZ ROJA,0,0,0
21/05/2021,SSMM ZAPOPAN,0,0,0
22/05/2021,SSJ,21,12,9
22/05/2021,HCG,15,10,5
22/05/2021,ISSSTE,7,4,3
22/05/2021,IMSS,88,32,56
22/05/2021,Privados,9,9,0
22/05/2021,SMM TLAJOMULCO,0,0,0
22/05/2021,SMM GUADALAJARA,0,0,0
22/05/2021,CRUZ ROJA,0,0,0
22/05/2021,SSMM ZAPOPAN,0,0,0
23/05/2021,SSJ,24,12,12
23/05/2021,HCG,13,9,4
23/05/2021,ISSSTE,7,4,3
23/05/2021,IMSS,82,33,49
23/05/2021,Privados,0,0,0
23/05/2021,SMM TLAJOMULCO,0,0,0
23/05/2021,SMM GUADALAJARA,0,0,0
23/05/2021,CRUZ ROJA,0,0,0
23/05/2021,SSMM ZAPOPAN,0,0,0
24/05/2021,SSJ,31,13,18
24/05/2021,HCG,17,10,7
24/05/2021,ISSSTE,7,4,3
24/05/2021,IMSS,91,36,55
24/05/2021,Privados,17,16,1
24/05/2021,SMM TLAJOMULCO,0,0,0
24/05/2021,SMM GUADALAJARA,0,0,0
24/05/2021,CRUZ ROJA,0,0,0
24/05/2021,SSMM ZAPOPAN,0,0,0
25/05/2021,SSJ,28,17,11
25/05/2021,HCG,12,10,2
25/05/2021,ISSSTE,9,4,5
25/05/2021,IMSS,97,36,61
25/05/2021,Privados,16,15,1
25/05/2021,SMM TLAJOMULCO,0,0,0
25/05/2021,SMM GUADALAJARA,0,0,0
25/05/2021,CRUZ ROJA,0,0,0
25/05/2021,SSMM ZAPOPAN,0,0,0
26/05/2021,SSJ,28,17,11
26/05/2021,HCG,10,9,1
26/05/2021,ISSSTE,9,4,5
26/05/2021,IMSS,96,35,61
26/05/2021,Privados,17,16,1
26/05/2021,SMM TLAJOMULCO,0,0,0
26/05/2021,SMM GUADALAJARA,0,0,0
26/05/2021,CRUZ ROJA,0,0,0
26/05/2021,SSMM ZAPOPAN,0,0,0
27/05/2021,SSJ,27,14,13
27/05/2021,HCG,7,6,1
27/05/2021,ISSSTE,7,5,2
27/05/2021,IMSS,85,32,53
27/05/2021,Privados,18,17,1
27/05/2021,SMM TLAJOMULCO,0,0,0
27/05/2021,SMM GUADALAJARA,0,0,0
27/05/2021,CRUZ ROJA,0,0,0
27/05/2021,SSMM ZAPOPAN,0,0,0
28/05/2021,SSJ,30,17,13
28/05/2021,HCG,8,6,2
28/05/2021,ISSSTE,6,5,1
28/05/2021,IMSS,82,29,53
28/05/2021,Privados,20,17,3
28/05/2021,SMM TLAJOMULCO,0,0,0
28/05/2021,SMM GUADALAJARA,0,0,0
28/05/2021,CRUZ ROJA,0,0,0
28/05/2021,SSMM ZAPOPAN,0,0,0
29/05/2021,SSJ,33,20,13
29/05/2021,HCG,9,7,2
29/05/2021,ISSSTE,7,6,1
29/05/2021,IMSS,76,33,43
29/05/2021,Privados,13,11,2
29/05/2021,SMM TLAJOMULCO,0,0,0
29/05/2021,SMM GUADALAJARA,0,0,0
29/05/2021,CRUZ ROJA,0,0,0
29/05/2021,SSMM ZAPOPAN,0,0,0
30/05/2021,SSJ,36,22,14
30/05/2021,HCG,9,6,3
30/05/2021,ISSSTE,7,6,1
30/05/2021,IMSS,80,33,47
30/05/2021,Privados,6,6,0
30/05/2021,SMM TLAJOMULCO,0,0,0
30/05/2021,SMM GUADALAJARA,0,0,0
30/05/2021,CRUZ ROJA,0,0,0
30/05/2021,SSMM ZAPOPAN,0,0,0
31/05/2021,SSJ,30,20,10
31/05/2021,HCG,9,6,3
31/05/2021,ISSSTE,6,6,0
31/05/2021,IMSS,87,31,56
31/05/2021,Privados,20,15,5
31/05/2021,SMM TLAJOMULCO,0,0,0
31/05/2021,SMM GUADALAJARA,0,0,0
31/05/2021,CRUZ ROJA,0,0,0
31/05/2021,SSMM ZAPOPAN,0,0,0
01/06/2021,SSJ,28,19,9
01/06/2021,HCG,8,5,3
01/06/2021,ISSSTE,7,6,1
01/06/2021,IMSS,91,30,61
01/06/2021,Privados,16,14,2
01/06/2021,SMM TLAJOMULCO,0,0,0
01/06/2021,SMM GUADALAJARA,0,0,0
01/06/2021,CRUZ ROJA,0,0,0
01/06/2021,SSMM ZAPOPAN,0,0,0
02/06/2021,SSJ,34,21,13
02/06/2021,HCG,9,8,1
02/06/2021,ISSSTE,7,4,3
02/06/2021,IMSS,84,30,54
02/06/2021,Privados,17,15,2
02/06/2021,SMM TLAJOMULCO,0,0,0
02/06/2021,SMM GUADALAJARA,0,0,0
02/06/2021,CRUZ ROJA,0,0,0
02/06/2021,SSMM ZAPOPAN,0,0,0
03/06/2021,SSJ,32,19,13
03/06/2021,HCG,9,7,2
03/06/2021,ISSSTE,5,3,2
03/06/2021,IMSS,82,34,48
03/06/2021,Privados,7,6,1
03/06/2021,SMM TLAJOMULCO,0,0,0
03/06/2021,SMM GUADALAJARA,0,0,0
03/06/2021,CRUZ ROJA,0,0,0
03/06/2021,SSMM ZAPOPAN,0,0,0
04/06/2021,SSJ,29,19,10
04/06/2021,HCG,10,7,3
04/06/2021,ISSSTE,6,3,3
04/06/2021,IMSS,82,33,49
04/06/2021,Privados,7,6,1
04/06/2021,SMM TLAJOMULCO,0,0,0
04/06/2021,SMM GUADALAJARA,0,0,0
04/06/2021,CRUZ ROJA,0,0,0
04/06/2021,SSMM ZAPOPAN,0,0,0
05/06/2021,SSJ,29,18,11
05/06/2021,HCG,11,8,3
05/06/2021,ISSSTE,5,2,3
05/06/2021,IMSS,84,33,51
05/06/2021,Privados,6,6,0
05/06/2021,SMM TLAJOMULCO,0,0,0
05/06/2021,SMM GUADALAJARA,0,0,0
05/06/2021,CRUZ ROJA,0,0,0
05/06/2021,SSMM ZAPOPAN,0,0,0
06/06/2021,SSJ,30,17,13
06/06/2021,HCG,11,9,2
06/06/2021,ISSSTE,4,3,1
06/06/2021,IMSS,90,33,57
06/06/2021,Privados,5,5,0
06/06/2021,SMM TLAJOMULCO,0,0,0
06/06/2021,SMM GUADALAJARA,0,0,0
06/06/2021,CRUZ ROJA,0,0,0
06/06/2021,SSMM ZAPOPAN,0,0,0
07/06/2021,SSJ,34,18,16
07/06/2021,HCG,11,10,1
07/06/2021,ISSSTE,4,2,2
07/06/2021,IMSS,95,31,64
07/06/2021,Privados,11,9,2
07/06/2021,SMM TLAJOMULCO,0,0,0
07/06/2021,SMM GUADALAJARA,0,0,0
07/06/2021,CRUZ ROJA,0,0,0
07/06/2021,SSMM ZAPOPAN,0,0,0
08/06/2021,SSJ,38,21,17
08/06/2021,HCG,9,8,1
08/06/2021,ISSSTE,4,2,2
08/06/2021,IMSS,89,31,58
08/06/2021,Privados,15,12,3
08/06/2021,SMM TLAJOMULCO,0,0,0
08/06/2021,SMM GUADALAJARA,0,0,0
08/06/2021,CRUZ ROJA,0,0,0
08/06/2021,SSMM ZAPOPAN,0,0,0
09/06/2021,SSJ,34,21,13
09/06/2021,HCG,7,7,0
09/06/2021,ISSSTE,4,3,1
09/06/2021,IMSS,93,31,62
09/06/2021,Privados,14,12,2
09/06/2021,SMM TLAJOMULCO,0,0,0
09/06/2021,SMM GUADALAJARA,0,0,0
09/06/2021,CRUZ ROJA,0,0,0
09/06/2021,SSMM ZAPOPAN,0,0,0
10/06/2021,SSJ,31,21,10
10/06/2021,HCG,9,7,2
10/06/2021,ISSSTE,5,3,2
10/06/2021,IMSS,99,28,71
10/06/2021,Privados,13,11,2
10/06/2021,SMM TLAJOMULCO,0,0,0
10/06/2021,SMM GUADALAJARA,0,0,0
10/06/2021,CRUZ ROJA,0,0,0
10/06/2021,SSMM ZAPOPAN,0,0,0
11/06/2021,SSJ,33,21,12
11/06/2021,HCG,10,9,1
11/06/2021,ISSSTE,3,2,1
11/06/2021,IMSS,94,25,69
11/06/2021,Privados,13,11,2
11/06/2021,SMM TLAJOMULCO,0,0,0
11/06/2021,SMM GUADALAJARA,0,0,0
11/06/2021,CRUZ ROJA,0,0,0
11/06/2021,SSMM ZAPOPAN,0,0,0
12/06/2021,SSJ,31,19,12
12/06/2021,HCG,11,9,2
12/06/2021,ISSSTE,3,1,2
12/06/2021,IMSS,86,25,61
12/06/2021,Privados,14,11,3
12/06/2021,SMM TLAJOMULCO,0,0,0
12/06/2021,SMM GUADALAJARA,0,0,0
12/06/2021,CRUZ ROJA,0,0,0
12/06/2021,SSMM ZAPOPAN,0,0,0
13/06/2021,SSJ,31,20,11
13/06/2021,HCG,11,8,3
13/06/2021,ISSSTE,2,0,2
13/06/2021,IMSS,87,27,60
13/06/2021,Privados,7,7,0
13/06/2021,SMM TLAJOMULCO,0,0,0
13/06/2021,SMM GUADALAJARA,0,0,0
13/06/2021,CRUZ ROJA,0,0,0
13/06/2021,SSMM ZAPOPAN,0,0,0
14/06/2021,SSJ,34,24,10
14/06/2021,HCG,13,9,4
14/06/2021,ISSSTE,2,0,2
14/06/2021,IMSS,86,27,59
14/06/2021,Privados,12,12,0
14/06/2021,SMM TLAJOMULCO,0,0,0
14/06/2021,SMM GUADALAJARA,0,0,0
14/06/2021,CRUZ ROJA,0,0,0
14/06/2021,SSMM ZAPOPAN,0,0,0
15/06/2021,SSJ,35,24,11
15/06/2021,HCG,12,7,5
15/06/2021,ISSSTE,2,0,2
15/06/2021,IMSS,83,27,56
15/06/2021,Privados,13,12,1
15/06/2021,SMM TLAJOMULCO,0,0,0
15/06/2021,SMM GUADALAJARA,0,0,0
15/06/2021,CRUZ ROJA,0,0,0
15/06/2021,SSMM ZAPOPAN,0,0,0
16/06/2021,SSJ,35,24,11
16/06/2021,HCG,12,6,6
16/06/2021,ISSSTE,3,0,3
16/06/2021,IMSS,85,30,55
16/06/2021,Privados,10,9,1
16/06/2021,SMM TLAJOMULCO,0,0,0
16/06/2021,SMM GUADALAJARA,0,0,0
16/06/2021,CRUZ ROJA,0,0,0
16/06/2021,SSMM ZAPOPAN,0,0,0
17/06/2021,SSJ,33,23,10
17/06/2021,HCG,10,9,1
17/06/2021,ISSSTE,4,0,4
17/06/2021,IMSS,76,36,40
17/06/2021,Privados,4,4,0
17/06/2021,SMM TLAJOMULCO,0,0,0
17/06/2021,SMM GUADALAJARA,0,0,0
17/06/2021,CRUZ ROJA,0,0,0
17/06/2021,SSMM ZAPOPAN,0,0,0
18/06/2021,SSJ,31,22,9
18/06/2021,HCG,10,7,3
18/06/2021,ISSSTE,3,0,3
18/06/2021,IMSS,76,36,40
18/06/2021,Privados,11,11,0
